,record_num,id,latitude,longitude,direction_id,current_stop_sequence,label,speed,trip_id,stop_id,bus_bearing,occupancy_status,current_status,updated_at
1362,1363,y1775,42.33041608,-71.08377747,1,24.0,1775,,52111025,,232,FULL,IN_TRANSIT_TO,2022-08-10T18:28:48-04:00
1363,1364,y1766,42.33181,-71.07878,0,4.0,1766,,52110997,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:28:44-04:00
1364,1365,y1722,42.34553761,-71.08682474,1,13.0,1722,,52110849,,158,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:28:48-04:00
1365,1366,y1923,42.33140498,-71.07677579,1,20.0,1923,,52111045,,230,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:28:52-04:00
1366,1367,y1857,42.3478251,-71.08796236,0,13.0,1857,,52110882,,307,FULL,IN_TRANSIT_TO,2022-08-10T18:28:50-04:00
1367,1368,y1834,42.35555112,-71.09179405,1,11.0,1834,,52110946,,158,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:28:52-04:00
1368,1369,y1827,42.33349797,-71.0736557,1,19.0,1827,,52111039,,179,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:28:50-04:00
1369,1370,y1805,42.3402372,-71.08071087,0,10.0,1805,,52110915,,327,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:28:49-04:00
1370,1371,y1795,42.37322287,-71.11835077,0,1.0,1795,,52110787,,286,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:28:47-04:00
1371,1372,y1780,42.37302,-71.1175,0,1.0,1780,,52110975,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:27:28-04:00
1372,1373,y1775,42.33036006,-71.0839316,1,24.0,1775,,52111025,,235,FULL,IN_TRANSIT_TO,2022-08-10T18:28:50-04:00
1373,1374,y1766,42.33186644,-71.0786557,0,5.0,1766,,52110997,,109,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:28:50-04:00
1374,1375,y1722,42.34532904,-71.0867112,1,13.0,1722,,52110849,,134,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:28:53-04:00
1375,1376,y1923,42.33141658,-71.07677723,1,20.0,1923,,52111045,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:02-04:00
1376,1377,y1857,42.34786228,-71.08794188,0,13.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:29:04-04:00
1377,1378,y1834,42.35457204,-71.09136482,1,11.0,1834,,52110946,,160,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:04-04:00
1378,1379,y1827,42.33329,-71.07384,1,19.0,1827,,52111039,,225,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:05-04:00
1379,1380,y1805,42.34040146,-71.08109938,0,10.0,1805,,52110915,,357,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:06-04:00
1380,1381,y1795,42.37322164,-71.11882698,1,2.0,1795,,52110788,,206,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:04-04:00
1381,1382,y1780,42.37302,-71.1175,0,1.0,1780,,52110975,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:27:28-04:00
1382,1383,y1775,42.3298661,-71.0842089,1,1.0,1775,,52111025,,124,FULL,IN_TRANSIT_TO,2022-08-10T18:29:03-04:00
1383,1384,y1766,42.33188865,-71.07863054,0,5.0,1766,,52110997,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:03-04:00
1384,1385,y1722,42.34476822,-71.08638382,1,13.0,1722,,52110849,,163,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:03-04:00
1385,1386,y1923,42.33139901,-71.07682652,1,20.0,1923,,52111045,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:17-04:00
1386,1387,y1857,42.34786228,-71.08794188,0,13.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:29:04-04:00
1387,1388,y1834,42.35422642,-71.09116739,1,11.0,1834,,52110946,,160,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:19-04:00
1388,1389,y1827,42.33186407,-71.07603158,1,20.0,1827,,52111039,,230,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:21-04:00
1389,1390,y1805,42.34092998,-71.08160445,0,10.0,1805,,52110915,,315,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:16-04:00
1390,1391,y1795,42.37315196,-71.1188577,1,2.0,1795,,52110788,,203,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:12-04:00
1391,1392,y1780,42.37302,-71.1175,0,1.0,1780,,52110975,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:27:28-04:00
1392,1393,y1775,42.32989189,-71.08402115,1,1.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:29:17-04:00
1393,1394,y1766,42.33182278,-71.0784327,0,5.0,1766,,52110997,,65,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:21-04:00
1394,1395,y1722,42.34415434,-71.0861687,1,13.0,1722,,52110849,,8,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:22-04:00
1395,1396,y1923,42.33139901,-71.07682652,1,21.0,1923,,52111045,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:17-04:00
1396,1397,y1857,42.34786228,-71.08794188,0,13.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:29:04-04:00
1397,1398,y1834,42.35395544,-71.09100323,1,11.0,1834,,52110946,,159,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:25-04:00
1398,1399,y1827,42.33171207,-71.07637615,1,20.0,1827,,52111039,,233,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:24-04:00
1399,1400,y1805,42.34123772,-71.08234831,0,10.0,1805,,52110915,,313,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:26-04:00
1400,1401,y1795,42.37315196,-71.1188577,1,2.0,1795,,52110788,,203,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:12-04:00
1401,1402,y1780,42.37302,-71.1175,0,1.0,1780,,52110975,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:27:28-04:00
1402,1403,y1775,42.32992327,-71.08401415,1,1.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:29:26-04:00
1403,1404,y1766,42.33181297,-71.0783936,0,5.0,1766,,52110997,,121,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:24-04:00
1404,1405,y1722,42.34415434,-71.0861687,1,13.0,1722,,52110849,,8,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:22-04:00
1405,1406,y1923,42.33140194,-71.07682118,1,21.0,1923,,52111045,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:31-04:00
1406,1407,y1857,42.34786228,-71.08794188,0,13.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:29:04-04:00
1407,1408,y1834,42.35336517,-71.09075171,1,11.0,1834,,52110946,,160,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:34-04:00
1408,1409,y1827,42.33154839,-71.07648884,1,20.0,1827,,52111039,,186,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:34-04:00
1409,1410,y1805,42.34154463,-71.08290827,0,10.0,1805,,52110915,,323,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:36-04:00
1410,1411,y1795,42.37260892,-71.11895868,1,2.0,1795,,52110788,,193,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:33-04:00
1411,1412,y1780,42.37301,-71.1175,0,1.0,1780,,52110975,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:28-04:00
1412,1413,y1775,42.32992327,-71.08401415,1,1.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:29:26-04:00
1413,1414,y1766,42.33173261,-71.07829284,0,5.0,1766,,52110997,,114,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:32-04:00
1414,1415,y1722,42.34406259,-71.08611655,1,13.0,1722,,52110849,,162,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:34-04:00
1415,1416,y1923,42.33159529,-71.0777737,1,21.0,1923,,52111045,,295,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:48-04:00
1416,1417,y1857,42.34786228,-71.08794188,0,13.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:29:04-04:00
1417,1418,y1834,42.35247266,-71.09031161,1,11.0,1834,,52110946,,160,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:46-04:00
1418,1419,y1827,42.3313676,-71.0768281,1,20.0,1827,,52111039,,228,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:46-04:00
1419,1420,y1805,42.34160775,-71.08309314,0,10.0,1805,,52110915,,322,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:48-04:00
1420,1421,y1795,42.37234725,-71.11914846,1,2.0,1795,,52110788,,211,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:41-04:00
1421,1422,y1780,42.37301,-71.1175,0,1.0,1780,,52110975,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:28-04:00
1422,1423,y1775,42.32992327,-71.08401415,1,1.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:29:26-04:00
1423,1424,y1766,42.33149,-71.07783,0,5.0,1766,,52110997,,90,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:44-04:00
1424,1425,y1722,42.34350536,-71.08587721,1,14.0,1722,,52110849,,183,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:47-04:00
1425,1426,y1923,42.33161144,-71.07783946,1,21.0,1923,,52111045,,346,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:55-04:00
1426,1427,y1857,42.34786228,-71.08794188,0,13.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:29:04-04:00
1427,1428,y1834,42.35224917,-71.09021988,1,11.0,1834,,52110946,,155,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:52-04:00
1428,1429,y1827,42.33147104,-71.07756954,1,21.0,1827,,52111039,,298,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:56-04:00
1429,1430,y1805,42.3415902,-71.08309678,0,10.0,1805,,52110915,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:57-04:00
1430,1431,y1795,42.37220591,-71.1192848,1,2.0,1795,,52110788,,204,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:54-04:00
1431,1432,y1780,42.37301,-71.1175,0,1.0,1780,,52110975,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:28-04:00
1432,1433,y1775,42.32994953,-71.08399241,1,1.0,1775,,52111025,,103,FULL,IN_TRANSIT_TO,2022-08-10T18:29:56-04:00
1433,1434,y1766,42.33152665,-71.07777308,0,5.0,1766,,52110997,,28,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:54-04:00
1434,1435,y1722,42.34356398,-71.08584504,1,14.0,1722,,52110849,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:55-04:00
1435,1436,y1923,42.33156712,-71.0779197,1,21.0,1923,,52111045,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:06-04:00
1436,1437,y1857,42.34788,-71.08797,0,13.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:30:00-04:00
1437,1438,y1834,42.35224917,-71.09021988,1,11.0,1834,,52110946,,155,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:52-04:00
1438,1439,y1827,42.33161972,-71.07801303,1,21.0,1827,,52111039,,286,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:05-04:00
1439,1440,y1805,42.3415902,-71.08309678,0,10.0,1805,,52110915,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:57-04:00
1440,1441,y1795,42.37224317,-71.11925089,1,2.0,1795,,52110788,,120,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:04-04:00
1441,1442,y1780,42.37301,-71.1175,0,1.0,1780,,52110975,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:28-04:00
1442,1443,y1775,42.3299455,-71.08361489,1,1.0,1775,,52111025,,102,FULL,IN_TRANSIT_TO,2022-08-10T18:30:03-04:00
1443,1444,y1766,42.33151947,-71.07775818,0,5.0,1766,,52110997,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:02-04:00
1444,1445,y1722,42.34356398,-71.08584504,1,14.0,1722,,52110849,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:55-04:00
1445,1446,y1923,42.33163764,-71.07796312,1,21.0,1923,,52111045,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:15-04:00
1446,1447,y1857,42.34788,-71.08797,0,13.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:30:00-04:00
1447,1448,y1834,42.35175258,-71.08999806,1,11.0,1834,,52110946,,156,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:16-04:00
1448,1449,y1827,42.3316381,-71.07802462,1,21.0,1827,,52111039,,301,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:17-04:00
1449,1450,y1805,42.3415902,-71.08309678,0,10.0,1805,,52110915,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:57-04:00
1450,1451,y1795,42.37171565,-71.11800978,1,2.0,1795,,52110788,,112,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:19-04:00
1451,1452,y1780,42.37301,-71.1175,0,1.0,1780,,52110975,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:29:28-04:00
1452,1453,y1775,42.32987853,-71.08351275,1,1.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:30:11-04:00
1453,1454,y1766,42.3314742,-71.07765686,0,5.0,1766,,52110997,,109,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:17-04:00
1454,1455,y1722,42.34322007,-71.08555242,1,14.0,1722,,52110849,,137,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:17-04:00
1455,1456,y1923,42.33177391,-71.0783761,1,21.0,1923,,52111045,,287,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:28-04:00
1456,1457,y1857,42.34785393,-71.08815003,0,13.0,1857,,52110882,,306,FULL,IN_TRANSIT_TO,2022-08-10T18:30:25-04:00
1457,1458,y1834,42.35115345,-71.0897041,1,11.0,1834,,52110946,,158,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:25-04:00
1458,1459,y1827,42.33173885,-71.07814691,1,21.0,1827,,52111039,,300,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:27-04:00
1459,1460,y1805,42.34158698,-71.08312733,0,10.0,1805,,52110915,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:26-04:00
1460,1461,y1795,42.37158251,-71.11716159,1,2.0,1795,,52110788,,114,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:28-04:00
1461,1462,y1780,42.37302,-71.1175,0,1.0,1780,,52110975,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:28-04:00
1462,1463,y1775,42.32982035,-71.08349306,1,1.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:30:20-04:00
1463,1464,y1766,42.33134396,-71.07712563,0,5.0,1766,,52110997,,103,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:25-04:00
1464,1465,y1722,42.34284134,-71.0849574,1,14.0,1722,,52110849,,133,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:26-04:00
1465,1466,y1923,42.33199436,-71.07912904,1,21.0,1923,,52111045,,297,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:34-04:00
1466,1467,y1857,42.3489095,-71.08849323,0,13.0,1857,,52110882,,336,FULL,IN_TRANSIT_TO,2022-08-10T18:30:39-04:00
1467,1468,y1834,42.35001528,-71.08919335,1,11.0,1834,,52110946,,160,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:39-04:00
1468,1469,y1827,42.3321696,-71.07915792,1,21.0,1827,,52111039,,301,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:37-04:00
1469,1470,y1805,42.34178057,-71.08332087,0,10.0,1805,,52110915,,320,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:34-04:00
1470,1471,y1795,42.37142723,-71.11680987,1,2.0,1795,,52110788,,119,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:33-04:00
1471,1472,y1780,42.37302,-71.1175,0,1.0,1780,,52110975,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:28-04:00
1472,1473,y1775,42.32982035,-71.08349306,1,1.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:30:20-04:00
1473,1474,y1766,42.33134252,-71.07705999,0,5.0,1766,,52110997,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:32-04:00
1474,1475,y1722,42.34252885,-71.08466902,1,14.0,1722,,52110849,,170,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:34-04:00
1475,1476,y1923,42.33218288,-71.07961861,1,21.0,1923,,52111045,,300,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:40-04:00
1476,1477,y1857,42.34951075,-71.08875844,0,14.0,1857,,52110882,,344,FULL,IN_TRANSIT_TO,2022-08-10T18:30:46-04:00
1477,1478,y1834,42.34981145,-71.08917654,1,11.0,1834,,52110946,,169,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:46-04:00
1478,1479,y1827,42.33236341,-71.07972467,1,21.0,1827,,52111039,,304,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:48-04:00
1479,1480,y1805,42.34241643,-71.08422751,0,11.0,1805,,52110915,,321,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:48-04:00
1480,1481,y1795,42.37082161,-71.11572363,1,2.0,1795,,52110788,,133,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:48-04:00
1481,1482,y1780,42.37302,-71.1175,0,1.0,1780,,52110975,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:28-04:00
1482,1483,y1775,42.32982035,-71.08349306,1,1.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:30:20-04:00
1483,1484,y1766,42.33124,-71.07692,0,5.0,1766,,52110997,,90,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:44-04:00
1484,1485,y1722,42.34232481,-71.08472876,1,14.0,1722,,52110849,,326,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:48-04:00
1485,1486,y1923,42.33263169,-71.08049091,1,22.0,1923,,52111045,,306,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:58-04:00
1486,1487,y1857,42.34999497,-71.08892101,0,14.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:31:00-04:00
1487,1488,y1834,42.34977013,-71.08913442,1,11.0,1834,,52110946,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:57-04:00
1488,1489,y1827,42.33239077,-71.07989886,1,22.0,1827,,52111039,,298,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:01-04:00
1489,1490,y1805,42.3424579,-71.0841849,0,11.0,1805,,52110915,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:54-04:00
1490,1491,y1795,42.37062739,-71.11482755,1,2.0,1795,,52110788,,112,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:56-04:00
1491,1492,y1780,42.37302,-71.1175,0,1.0,1780,,52110975,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:28-04:00
1492,1493,y1775,42.32981169,-71.08346981,1,1.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:30:52-04:00
1493,1494,y1766,42.33124,-71.07692,0,5.0,1766,,52110997,,90,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:44-04:00
1494,1495,y1722,42.34203078,-71.08412277,1,14.0,1722,,52110849,,133,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:59-04:00
1495,1496,y1923,42.33275939,-71.08060257,1,22.0,1923,,52111045,,56,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:10-04:00
1496,1497,y1857,42.35000822,-71.0889124,0,14.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:31:07-04:00
1497,1498,y1834,42.34973537,-71.08904633,1,11.0,1834,,52110946,,142,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:07-04:00
1498,1499,y1827,42.33230031,-71.07986866,1,22.0,1827,,52111039,,297,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:08-04:00
1499,1500,y1805,42.34247549,-71.08417936,0,11.0,1805,,52110915,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:03-04:00
1500,1501,y1795,42.37027456,-71.11386196,1,3.0,1795,,52110788,,112,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:10-04:00
1501,1502,y1780,42.37302,-71.1175,0,1.0,1780,,52110975,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:28-04:00
1502,1503,y1775,42.32982351,-71.08345979,1,1.0,1775,,52111025,,52,FULL,IN_TRANSIT_TO,2022-08-10T18:31:08-04:00
1503,1504,y1766,42.33124,-71.07692,0,5.0,1766,,52110997,,90,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:44-04:00
1504,1505,y1722,42.34153326,-71.08325954,1,15.0,1722,,52110849,,136,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:08-04:00
1505,1506,y1923,42.33277798,-71.08061876,1,22.0,1923,,52111045,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:13-04:00
1506,1507,y1857,42.35000822,-71.0889124,0,14.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:31:07-04:00
1507,1508,y1834,42.34937202,-71.08888771,1,11.0,1834,,52110946,,185,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:19-04:00
1508,1509,y1827,42.33228845,-71.07983557,1,22.0,1827,,52111039,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:13-04:00
1509,1510,y1805,42.34247549,-71.08417936,0,11.0,1805,,52110915,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:03-04:00
1510,1511,y1795,42.37021954,-71.11349651,1,3.0,1795,,52110788,,58,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:18-04:00
1511,1512,y1780,42.37302,-71.1175,0,1.0,1780,,52110975,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:28-04:00
1512,1513,y1775,42.32996969,-71.08337375,1,1.0,1775,,52111025,,2,FULL,IN_TRANSIT_TO,2022-08-10T18:31:18-04:00
1513,1514,y1766,42.33124,-71.07692,0,5.0,1766,,52110997,,90,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:30:44-04:00
1514,1515,y1722,42.34142195,-71.08311295,1,15.0,1722,,52110849,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:16-04:00
1515,1516,y1923,42.33285488,-71.08102291,1,22.0,1923,,52111045,,277,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:28-04:00
1516,1517,y1857,42.35000822,-71.0889124,0,14.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:31:07-04:00
1517,1518,y1834,42.34940099,-71.08890153,1,12.0,1834,,52110946,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:28-04:00
1518,1519,y1827,42.33227593,-71.07985612,1,22.0,1827,,52111039,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:30-04:00
1519,1520,y1805,42.34247549,-71.08417936,0,11.0,1805,,52110915,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:03-04:00
1520,1521,y1795,42.37021306,-71.11350216,1,3.0,1795,,52110788,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:26-04:00
1521,1522,y1780,42.37302,-71.1175,0,1.0,1780,,52110975,,270,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:28-04:00
1522,1523,y1775,42.3307417,-71.0831095,0,2.0,1775,,52111026,,22,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:28-04:00
1523,1524,y1766,42.33127866,-71.07703537,0,5.0,1766,,52110997,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:30-04:00
1524,1525,y1722,42.34131481,-71.08295796,1,15.0,1722,,52110849,,138,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:32-04:00
1525,1526,y1923,42.33280105,-71.0811858,1,22.0,1923,,52111045,,205,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:31:33-04:00
1526,1527,y1857,42.35008327,-71.08895401,0,14.0,1857,,52110882,,350,FULL,IN_TRANSIT_TO,2022-08-10T18:31:40-04:00
